2043.61
647.092
0
15
7,10,10,10,10,10,10,10,10,10,10,10,10,53,17,54,17,54,17,54,17,54,17,54,17,54,17,52,10,10,10,10,10,10,10,10,10,10,10,6
19,15,15,15,15,15,15,15,15,15,15,15,15,13,116,18,116,18,116,18,116,18,116,18,116,18,116,23,29,15,15,15,15,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,33,17,40,17,43,17,43,17,43,17,43,17,43,56,116,19,15,15,15,15,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,13,111,18,107,110,110,110,110,110,110,110,110,106,48,17,32,15,15,15,15,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,155,143,117,141,124,124,124,124,124,124,124,124,142,117,117,117,117,117,117,156,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,150,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,125,113,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,144,117,117,152,110,110,110,110,110,110,110,110,153,117,152,110,110,125,115,113,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,33,17,51,123,124,124,124,124,124,124,124,124,122,18,123,124,124,124,124,122,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,13,116,44,54,17,54,17,54,17,54,17,54,17,40,17,32,15,15,15,15,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,26,6,116,18,116,18,116,18,116,18,116,18,116,18,116,19,15,15,15,15,15,15,15,15,15,15,13
19,15,15,15,15,15,15,15,15,15,15,15,15,15,26,10,27,10,27,10,27,10,27,10,27,10,27,10,25,15,15,15,15,15,15,15,15,15,15,13
23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22
24
0,-1,1813.45,829.689
1,-1,1852.13,828.915
3,-1,1893.89,830.462
4,-1,1736.88,832.009
7,-1,1951.13,835.876
10,-1,1647.16,830.462
14,-1,1638.66,606.165
15,-1,1991.34,828.915
16,-1,2081.06,825.048
17,-1,2208.68,825.048
20,-1,2322.93,826.595
21,-1,1491.84,802.618
22,-1,2417.35,820.407
23,-1,2493.14,816.54
25,-1,2445.19,809.579
28,-1,2555.61,742.29
28,-1,2675.49,749.251
28,-1,2750.51,743.837
28,-1,2710.29,661.079
28,-1,2613.61,652.571
28,-1,2615.16,739.196
29,-1,2232.42,609.399
2,-1,2087.42,608.399
8,-1,2623.11,757.548
2
0,BlueCube,2238.42,767.399
0,BlueCube,1946.42,767.399
1
1,1525.46,670.116,2
