112.712
1188.84
0
level8Music
1
Factory
15
355,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,352,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,306
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,315,315,315,315,330,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,322
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,315,315,315,315,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,324,324,324,324,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,321,317,317,317,317,314,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,121,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,307,310,310,310,310,310,306,0,0,0,0,307,310,310,306
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,344,317,317,341,324,324,324,324,324,342,317,317,317,317,341,324,329,313
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
144,117,117,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
321,317,317,317,317,354,317,317,317,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
0,0,0,0,0,318,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,317,317,317,317,314,0,0,0,0,0,319,313
0,0,0,0,0,328,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,313
321,317,317,317,317,317,317,317,317,343,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,341,322
24
6,20,497.84,1124.84
51,-1,709.952,828.64,3,SteelLadder
29,-1,892.344,1091.55
39,-1,3361.38,992.899
45,-1,71.9815,523.138
46,-1,252.495,661.27
2,-1,2850.68,1087.53
2,-1,2707.04,1088.02
49,-1,2235.67,636.921
49,-1,3117.63,639.167
41,-1,1516.48,461.605
43,-1,3418.98,1016.75
46,-1,3280.53,1235.43
44,-1,285.171,658.747
40,-1,2494.4,466.575
0,-1,1656.02,631.641
17,-1,375.923,1304.09
28,7,2848.24,873.064
28,7,488.926,294.432
27,-1,1215.63,1254.5
21,5,1188.37,339
30,2,133.176,524.878
5,5,1769.76,1065.53,9
28,-1,983.513,1045.2
38
1,PileoBooks1,100.98,726.736
1,PileoBooks3,176.639,726.736
2,PileoBooks3,1615.34,621.218
2,PileoBooks1,887.413,810.892
0,Crate,2657.95,1216.46
0,Crate,2561.17,1216.46
0,Crate,2606.46,1143.73
0,Crate,3104.32,1216.46
0,Crate,2121.19,1216.46
0,Crate,2031.13,1216.46
0,Crate,1927.33,1216.59
0,Crate,1978.46,1146.44
0,Crate,2079.34,1145.72
0,Crate,2026.85,1075.57
0,Crate,1829.86,1217.31
0,Crate,1751.47,1217.31
0,Crate,1662.85,1216.59
0,Crate,1707.84,1145.72
0,Crate,1108.04,1216.87
0,Crate,1027.7,1217.73
0,Crate,1065.03,1145.41
0,Crate,976.577,1145.41
0,Crate,1016.34,1074.82
0,Crate,936.814,1074.82
2,HorizontalPipe,3522.93,1165.48
2,HorizontalPipe,3522.93,1099.27
1,Green1,3121.33,945.158
1,Green2,3556.36,1039.98
1,Green4,913.91,847.944
1,Green4,1295.84,369.176
1,Green5,1500.89,564.4
1,Green5,3022.84,464.549
1,Green3,3423.75,474.111
0,WoodRoom,-312.658,948.974
1,Green6,342.112,749.061
1,PileoBooks2,438.56,811.962
0,Green3,527.193,368.797
0,wanted9,2233.53,384.25
1
1,3459.52,274.34,6,1,5
